gene,signal
Stra6,0.084417
Tmem30a,0.051494
Hmg20a,-0.056676
Cox7a2,6e-06
Col12a1,-0.005509
Stoml1,0.134486
Loxl1,0.026593
Nptn,-0.073142
Hcn4,-0.001227
Neo1,-0.006784
Mto1,-0.002045
Impg1,0.000641
Mb21d1,0.118535
Ooep,-0.010096
Gsta4,-0.000244
Elovl5,-0.007118
Gclc,0.108755
Lrrc1,-0.044498
Tmed3,-0.000252
Mlip,0.001763
Rasgrf1,0.006003
Tinag,-0.006416
Fam83b,-0.003548
Ctsh,-0.002992
Hcrtr2,-0.030936
Adamts7,-0.001656
Tpm1,-0.050353
Zic1,0.000353
Plscr1,0.379683
Lactb,-0.131547
Plscr2,0.274137
Car12,-0.001838
Plod2,-0.003474
Aph1b,-0.002097
Usp3,0.053464
Plscr4,-0.154691
Dapk2,-0.095512
Fam96a,-0.000562
Snx1,0.000429
Ppib,-0.057586
Csnk1g1,0.046335
Trip4,-0.000286
Rbpms2,-0.117048
Spg21,0.068146
Parp16,-0.051798
Dpp8,-0.000345
Igdcc3,0.000294
Dis3l,-0.066151
Tipin,-0.039968
Snapc5,-0.093006
Rpl4,-0.040611
Zwilch,-0.093365
Lctl,8.9e-05
Smad3,0.0112
X2300009A05Rik,-0.000657
Pias1,0.053818
U2surp,0.015382
Atr,0.001041
Xrn1,0.109775
Tfdp2,-0.058015
Atp1b3,0.126315
Rasa2,0.083226
Ube2cbp,0.005579
Rwdd2a,-0.002159
Me1,0.015684
Tbx18,0.000718
Nt5e,0.003779
Snx14,-0.075587
Syncrip,0.036776
Zfp949,0.06999
Crtap,-0.062115
Cmtm6,0.09771
Dync1li1,0.047016
Cmtm7,-0.06593
Stt3b,-0.001238
Tgfbr2,0.094624
Zcwpw2,0.030257
Eomes,-0.002839
Slc25a36,-0.037965
Clstn2,0.000467
Rbp2,-0.002748
Nmnat3,-0.001436
Copb2,0.023464
Mrps22,-0.000127
Pik3cb,-0.08835
Faim,0.040634
Armc8,0.069475
Dbr1,0.022072
Mras,-0.000939
Cldn18,-0.006025
Nck1,0.002541
Cdc25a,-0.011312
Nme6,-0.063423
Map4,0.044423
Dhx30,0.02881
Smarcc1,-0.00961
Cspg5,0.002304
Ngp,0.294467
Scap,-0.012007
Ptgs2,0.264956
Kif9,-0.018995
Nradd,-0.035746
Pth1r,-0.091548
Tdgf1,0.001312
Lrrc2,0.010756
Ltf,0.207286
Lrrfip2,0.001403
Mlh1,-0.086446
Dclk3,-0.041361
Trib1,0.298116
Stac,-0.000305
Arpp21,0.000789
Pdcd6ip,0.022121
Fbxl2,-0.026496
Myd88,0.389133
Scn5a,0.006136
Wdr48,-0.000995
Gorasp1,-0.138779
Ttc21a,-0.00104
Csrnp1,0.35405
Mobp,0.000671
Rpsa,-0.048675
Slc25a38,-0.080065
Hhatl,-0.000307
Nktr,0.089662
Ss18l2,-0.071532
Pccb,-0.002407
Vipr1,-0.078254
Lyzl4,-0.000449
Amotl2,0.003254
Cck,-0.022992
Cep63,0.000952
Trak1,-0.001365
Ephb1,-0.010493
Abhd5,0.120484
Ryk,4.3e-05
Slco2a1,0.000145
Rab6b,-0.104929
X1110059G10Rik,0.001893
Srprb,0.030563
Trf,0.099993
Topbp1,-0.004063
Bfsp2,-0.092149
Uba5,0.034878
Nphp3,0.004019
Dnajc13,0.04152
Acpp,0.121492
Gnai2,0.028028
Mrpl3,0.000763
Cpne4,-0.001538
Nudt16,0.002766
Aste1,0.002316
Atp2c1,-0.078862
Pik3r4,-0.042354
Col6a4,0.00224
Manf,0.091255
Mapkapk3,0.015457
Cish,0.397158
Hemk1,-0.005243
Rbm5,-0.000321
Rbm6,0.001119
Mon1a,0.007967
Mst1r,0.053112
Traip,-0.004443
Bsn,0.00127
Apeh,-0.115839
Mst1,-0.001053
Amigo3,0.094733
Ip6k1,0.034509
Cdhr4,0.079598
Uba7,0.27825
Nckipsd,-0.001556
Ip6k2,0.08365
Prkar2a,0.000198
Slc25a20,0.126048
Qars,-0.000485
Nicn1,-0.138624
Amt,-0.000358
Klhdc8b,-0.001666
X1700102P08Rik,-8.5e-05
Usp4,0.05007
Nt5m,-0.000972
Srek1,0.021236
Oas1d,-5e-06
Eml4,-5e-06
Thsd7a,0.03759
Flcn,-0.004136
Atxn2l,0.063554
Chsy1,-0.001818
Gpr19,-0.01108
Fhl3,0.044005
Pygm,-0.001956
Colgalt2,-0.057621
Crebl2,-0.00054
March3,0.008804
Fam189b,-0.159408
Oas3,0.553226
X1700025G04Rik,-0.005426
Pon2,-0.023552
A930018P22Rik,0.00322
Prorsd1,-0.000424
Cd59a,-0.065044
X6820408C15Rik,-0.003251
Malt1,0.044738
Oas2,0.540605
Nlrp3,0.171861
Lmo2,-0.079875
Kank1,0.000626
Exd2,-0.074454
Resf1,0.273909
Syde1,0.048425
Trib3,0.212075
Mdfi,-6.6e-05
Mansc1,-0.003945
Sbspon,0.00014
Abtb2,0.248866
Folr2,-0.068478
Bmp8a,2.3e-05
Mier3,0.005055
Snx33,-0.067268
Ablim3,-0.001663
Inppl1,-3e-05
Pram1,0.010996
Ccdc88a,0.000275
Tpcn1,-0.18433
D430042O09Rik,0.001211
Heyl,-0.018464
Gpbp1,0.03868
Gab3,-0.003542
Slc8b1,0.086691
Bet1,-0.055025
Kap,0.002089
Ilvbl,-0.002303
Gng11,-0.130631
Trpa1,-0.000157
Chrm1,-0.000196
Mctp2,0.207208
Gtf3c1,-0.066101
Cntrob,-0.162992
Troap,-0.036635
Alas1,0.192074
Pdxk,-0.000131
Lama1,-0.00137
Srxn1,0.014022
Cdv3,-0.03705
Slc10a3,0.108548
Alox12b,-0.00015
Cyp2c38,-0.001884
Arap1,0.002283
Fanca,0.000994
Igdcc4,-0.004627
Loxhd1,-0.000419
Ank2,0.041332
Ppp1r9a,-0.096274
Pwp2,0.090371
Trpc1,-0.000858
X2410131K14Rik,0.002877
Prr5l,0.001166
Abcc10,-0.003465
Alpk2,-0.000422
Zswim6,0.051659
Abcc4,-0.005225
Rnft2,-0.000236
Rspo4,-0.000636
Ugt8a,-0.000871
Pkd1,-0.06587
P2ry2,0.23276
Rag2,-0.000448
Fbxw8,0.005746
Psmf1,0.0634
Smap2,0.002454
Cyb5r4,-6.7e-05
Arhgef17,-0.000164
Ccdc85a,-0.045798
Acsl3,-0.032396
Gm6685,0.000152
Rims3,-0.001162
Rangrf,-0.020665
Nfyc,-0.042358
Fbxo21,-0.120125
Styk1,-0.033835
Slc16a1,0.070649
Atg12,-0.000128
Sgpp2,-0.011664
Cspg4,-0.012856
Lrig2,-0.002929
Adgre4,-0.12801
Odf4,-8.6e-05
Itgbl1,-0.003036
Hspa13,0.005724
Camkv,0.001178
Nup93,-0.001685
Rbm11,0.041012
Ucp3,0.053995
Rasgrp2,-0.137698
Lipi,0.007217
Ap4b1,0.001404
Pebp1,-0.01951
Ift57,0.123133
Fkbp1a,0.000236
Inha,0.001932
Fam207a,0.05953
Guca2b,0.001001
X5730522E02Rik,0.000183
Olfr281,0.000262
Chpf,0.069149
Foxj3,0.06325
Mycbp2,0.1065
Sox10,-0.000572
Asic4,-0.00037
Ogfod1,-0.002302
Trim33,0.000359
Nfatc1,-0.002473
Polr2f,0.000421
Gmppa,0.004156
Cdo1,0.071272
Klra9,-0.07131
Klrc3,-0.000349
X1700088E04Rik,0.009927
Cip2a,-0.119828
Afap1l1,-0.098202
Calhm2,-0.182122
Gm7879,-0.000421
Micall1,0.000177
Dhrs7c,-0.001824
Eif3l,-0.023573
X1700028P14Rik,-0.001881
Npat,0.002944
Ankrd54,0.000887
Pygb,-0.139012
Lmo7,-0.039231
Resp18,0.001622
Cntnap3,-2.2e-05
Pfkm,-0.081406
Gas7,0.20363
Entpd6,-0.081801
Senp1,0.004076
Vsx1,-8.9e-05
Clec1a,-0.103984
Tbc1d4,0.088215
Triobp,0.127541
Apmap,0.00131
Nol12,0.061823
Cdc14b,-0.083924
Lss,-0.076478
Slc7a6os,0.000527
Rnf125,0.246992
X3830406C13Rik,-0.073408
Slc35d2,0.005119
Atg9a,0.046
Ybey,-0.00151
Gga1,0.050538
Slc22a15,0.15757
Phldb2,-0.001427
Podxl2,-0.002383
Cst10,-5e-06
Abhd10,-0.000189
Cnppd1,0.044821
Atp1a1,0.110236
Dis3,0.009077
Card10,-0.004806
Mgll,-0.036566
Tmprss7,0.000545
Kbtbd12,0.000319
Tmed7,0.030921
Mzt1,-0.000775
BC016579,-0.001826
Tie1,-0.00361
Lpcat2,0.071247
Myh2,-0.000284
Tpsg1,-9.5e-05
Mamdc2,-0.130054
S100b,-0.000803
Ttc28,-0.132791
Slc9c1,-3.3e-05
AA467197,0.663474
Slitrk5,0.001155
Eefsec,-0.051131
Gm9758,0.015137
Rac2,0.13008
Ttf2,-0.064892
Wnt6,-0.069111
Scaf11,0.000517
Trim45,-0.004655
Arid2,-0.054853
Hsf4,-0.016353
Szt2,0.000949
Gm5134,-0.005251
Shf,-0.047976
Ttll4,-7.2e-05
Duox1,-0.000406
Slc35a4,0.054135
Stk36,0.001425
Ptprm,-0.052926
Rpgrip1l,-0.003466
Wdr3,0.040976
Kctd17,-0.001965
Noc4l,0.211735
Ptprf,-0.002115
Lpp,0.118198
Mif,0.057395
Dpyd,0.001576
Fbxl8,-0.05831
Galnt9,-0.052212
Gstt2,-0.103336
Fem1c,0.053958
Ctdp1,0.014282
Kdm4a,0.032481
Tnxb,-0.116009
Dnm2,0.001191
Plppr5,-0.000671
Chst2,-0.071083
Map2k4,0.10016
Rtp4,0.699598
Pus7l,0.093931
Prrg3,0.009087
Usp37,-0.042207
Ipo13,0.002705
Trim69,0.01967
Fntb,-0.021385
Palmd,-0.002239
Atp6v0b,0.092713
Trappc8,0.00503
Rtp1,5.4e-05
Frrs1,0.001016
Arhgap44,-0.001125
Clasp2,-0.002388
Spg11,0.003369
Agl,-0.09813
Nudt15,-0.001983
Syce1l,0.000842
Ctdspl2,0.04158
Gucd1,0.048842
Cacul1,0.03995
Snap91,-0.001761
Antxr1,-0.057227
Eri3,-0.002507
Upb1,-0.052574
Mcee,-0.116241
Terf2ip,-0.03474
Gtpbp6,0.001627
Armcx2,-0.001699
Trmt13,0.000605
Specc1l,-0.00651
Lpar6,-0.002904
Tagap,0.105009
Adamts15,0.082809
Zbtb1,-0.037569
Fan1,-0.000732
Armcx1,-0.031492
Crlf2,0.245854
Cysltr2,0.1239
Tomm6,-0.002245
Fam160b1,0.000407
Catsper2,-9.8e-05
Fndc3a,0.177145
Cryzl2,-0.079642
Prss35,-0.000614
Strc,-0.001292
Larp4b,0.080187
Crygs,-0.000208
Cdc14a,-4.7e-05
Asprv1,0.275222
Otud7a,0.000709
Idi2,0.001743
Ppip5k1,0.000828
Ttc7b,-0.050264
Acsm1,0.000295
Casp4,0.523778
Idua,-0.043601
Arhgef5,0.100072
Gtf2a2,0.046889
Angptl1,-0.137262
Znrf1,0.252918
Dph5,0.101817
Fam20b,0.000264
Rbfox2,0.019998
Adgrb3,-0.000517
Apol6,0.220184
Myo6,-0.073189
Tmem35a,-0.10798
Fa2h,0.004601
Igf2bp2,0.031129
Ndn,-0.055098
Reep4,-0.060965
Myo5c,-0.03879
Spata2l,-0.043121
Lgi3,-0.055935
Rfwd3,-0.079252
Caskin1,0.000521
Pank1,-0.105685
Cplx1,0.000597
Map3k13,-0.053272
Pcgf3,0.043702
Pdpr,8.1e-05
Pik3c3,0.000303
Hacd3,-0.079106
AW554918,0.000173
Clec18a,5.8e-05
Nat8f2,-0.001398
Piwil2,0.008569
Vps8,-0.002389
Ddx19b,0.087811
Zfp7,-0.060594
Cep350,0.001995
Gabrb3,-0.000292
Qsox1,0.181537
Ucp2,0.054583
X1300017J02Rik,-0.026758
Arhgap39,-0.001966
Acbd6,0.035614
Fuk,-0.012271
Stard9,-0.134976
Smyd5,0.139062
Lrrc24,-2e-06
Ccar2,0.042342
Foxn3,-0.043352
Akr1c14,-0.021219
Adra2a,0.000217
Sfxn5,0.001424
Vav3,0.006184
BC034090,-0.00227
Emx1,-0.025459
Lrrc14,-0.000135
Egr3,-0.0055
X3300002A11Rik,-0.001004
Sf3b3,0.087129
Spr,-0.057357
Fndc3c1,5.7e-05
Fkbpl,0.006072
St18,-0.000161
Gadd45gip1,-0.032626
Mnd1,-0.034857
Rbm4b,-0.001656
Recql4,-0.084584
Mtss1l,-0.034297
Calm4,-0.005161
Tmem131l,-0.031548
Nrxn2,-0.016074
Exoc6b,0.055197
Clcnka,0.002854
Rpap2,-0.000117
Npbwr1,5e-04
Tlr13,0.166139
Asb13,0.167299
Dysf,0.01942
Tubgcp5,-0.00228
Atp7a,0.057328
Atp6v1h,-3.1e-05
Lpcat2b,-0.000275
Fam208b,0.104638
Ephx4,-1.2e-05
Tmem87a,0.035533
Alg3,0.000905
Tcea1,0.044794
Ppp1r16a,-0.000176
Tpsb2,-0.000232
Dnah8,-0.110045
Fgb,0.071154
Tpbpa,-2.5e-05
Mrpl15,-0.000712
Pla2g4c,-0.002198
B3galt2,-0.043523
Gm28042,-0.005659
Kcnk10,0.010924
Ston1,0.106104
Engase,-0.131983
Fgg,0.123534
Cdk10,-0.077529
Klf9,0.258196
Ppargc1b,-0.005751
Lgals3bp,0.353691
Rbm46,2.4e-05
D3Ertd254e,-0.000617
Pxk,0.092504
Cfhr2,-0.000695
Map9,0.000442
Mapkbp1,0.113594
Ccp110,-0.005024
Zdhhc15,-0.003297
Usp36,0.089597
Gucy1a1,-0.247696
Chmp2a,0.110652
Gde1,0.078501
Parl,0.001999
Rbm34,0.087949
Vhl,0.037312
Ndufb7,0.000859
Brk1,0.029249
Mga,8.9e-05
Zswim5,0.002332
Trim36,-0.010085
Aspm,-0.096205
Ppp3r1,-0.029391
Tnks1bp1,0.148667
Jcad,0.001716
Zfp446,0.00457
Fancd2os,-0.04455
Zbtb41,-0.000747
Slc16a2,-0.001939
Cdkl4,0.054929
Rnf225,0.092973
Rfc3,0.004911
Zfp944,-0.000693
Gria2,-0.000657
Coil,9.4e-05
Tesk2,-0.082989
Dnah17,0.141267
Ttc37,6.6e-05
Kcnk1,0.072402
Neu4,-2e-05
Pqlc1,0.004064
Scaper,-0.00314
Rxfp1,-0.000851
Pds5b,-0.112282
Cpsf1,-0.002667
Fancd2,-0.040059
Cct2,0.02898
Cd226,-0.000549
Rpap1,-0.068849
Ccdc17,-0.051487
Fgd5,-0.045265
Prss29,-7.4e-05
Galnt17,0.048565
Lyl1,-0.088245
Gpbp1l1,-0.026022
Phka1,0.002061
Myrfl,0.003104
Ypel4,-0.003888
X4930590J08Rik,0.009092
Poglut1,0.017124
Farp2,0.001976
Zfp551,-0.002164
Zdhhc5,0.009287
Ccdc174,0.112073
Hdlbp,0.049223
Fstl5,0.000195
Ctnnd1,0.000884
Tldc1,-0.000176
Ano7,-0.00043
Ccs,-0.054141
Golim4,-0.085603
Kctd7,-0.018219
Tmed8,-0.06806
Atp2c2,-0.037119
Scn11a,-0.000132
Vav1,0.058601
Ptgdr2,0.013649
Tpst1,0.130781
Srsf2,-0.07372
Mks1,-0.000655
Pomt2,0.000306
Tspan8,-0.065083
Sik3,0.085157
Serpini2,-0.001268
Tmem63c,-0.000244
Zbbx,-0.001612
Exoc3,-0.000134
Ino80,0.109475
Tspoap1,-0.000142
Cipc,-0.053895
Lrrc58,0.000216
X2310007B03Rik,-0.052419
Ogt,-0.060402
Scx,-0.04963
Zfc3h1,0.029712
Emid1,-0.075853
Ccnd3,0.04023
Irf2bpl,-0.000109
Faah,-0.000352
Zbed5,0.000778
Rhbdd3,-0.055933
Rnf43,-0.020145
Nsf,0.002891
Hsdl1,-0.035599
Chmp7,-0.034714
Lsm3,-0.074457
R3hcc1,-0.054263
Gas2l1,-0.06298
Chchd4,0.005033
Loxl2,-0.003097
Polq,-0.071448
Rasl10a,-0.081816
Efcab14,0.047734
Mrps17,-0.036863
Ankmy1,-0.002146
Vps18,-0.000506
Atm,0.006264
Gpc1,-0.004082
Slc38a8,-0.000304
Rhov,0.052292
Foxj1,0.000376
Usp54,0.115771
Golgb1,0.049011
Hdac11,-0.082873
Plekhm1,0.06921
Slc25a37,-0.018958
Senp6,0.002689
Agpat1,-0.052358
Arhgap27,-0.0019
Flvcr2,-0.005274
Exosc4,0.004574
Ints14,-0.000648
Zdhhc14,-0.002409
Batf,0.282544
Setd5,0.060749
Jdp2,0.119266
Thoc5,-0.043748
Igsf9b,0.000254
Dnajc17,0.002948
Evpl,-0.045505
Nipsnap1,-0.119423
Nek9,0.051981
Traf3ip1,-0.058018
Fhod3,-0.043157
Med13,0.051546
Fam53c,0.053807
Ccdc15,-0.002148
Sdr42e1,-0.000699
Tmem132d,-0.000378
Kif4,-0.060523
Iqsec1,-0.000183
Trim59,-0.144186
Slc26a2,0.00236
Exosc1,0.07286
Tmem132c,-0.081609
Kctd9,-0.032548
Brip1,-0.001067
Plcg2,-0.051899
Zbed4,-0.004182
Fam151b,-0.003158
Ina,-0.001406
Wbp2,-0.000274
Cbl,-6.2e-05
Ube2f,0.141816
Gtf2h5,-0.001155
Smc4,-0.052065
Ramp1,-0.118002
Mtmr3,0.069551
Skint2,0.000254
Cpne2,0.211534
Csta1,0.000787
Tkfc,-0.000613
Tulp4,0.000209
Wdr5b,-0.086223
AI661453,-0.00056
Barhl2,0.00021
Ssu2,-0.021973
Cmip,0.16432
Fbxo15,0.000481
Lif,0.13401
Spata6,0.003133
Kcnh5,-0.000185
Pja1,-0.069097
Tbc1d10a,-0.000179
Neurl1b,-0.107268
Pkd1l2,0.001086
Parp14,0.590623
Gcsh,-0.041114
Myo15b,-0.001645
Zfp707,-0.048204
Zxdc,-0.000411
Cops8,0.027797
Tmem30b,0.000875
Gm9761,0.049722
Gbp8,0.27959
Trmt5,-0.002804
Cyb561a3,-0.027663
Dhrs11,-0.107053
Gulo,-0.001472
Slc24a1,7.9e-05
Polr3b,-0.000377
Uroc1,-0.001724
Eda2r,0.044337
Ifit1,0.890516
Six4,0.07451
Pkd2,0.004765
Scara3,-0.003423
Dynlrb2,-0.03077
Caskin2,-0.000173
Rasd2,-0.005434
Sec22a,0.0011
Diaph2,0.164688
Snx2,0.000307
Uaca,0.084773
Gbx2,3.7e-05
Kdelc2,-0.067059
Edil3,-0.003377
X4930556J24Rik,-0.000178
Pcnx4,0.00087
Mad2l1bp,-0.050849
Hmgxb4,-0.046443
Gjc1,0.00236
Zfp395,-0.070634
Ice1,0.032108
Hsd17b13,-0.000165
Fbxo16,-5.7e-05
Scn10a,-0.00017
Zfp418,0.00071
Morc2a,0.004328
Rsrc1,8.7e-05
Hdx,0.003552
Zfyve9,-0.003891
Washc4,0.092368
Ccpg1,-0.045575
Atp5h,-0.050445
Inpp5j,-0.002592
Ptpn13,0.00511
Daam1,-0.068269
Tent4a,0.082695
Pla2g3,-0.000203
Exph5,0.000228
Hid1,-0.002425
X8430429K09Rik,-0.002964
Slc41a2,0.106708
Myo5a,0.000109
Ppp1r18,0.172419
X2700049A03Rik,-0.056215
Mon2,0.00311
Pof1b,-0.040213
Tut4,0.105595
Chst11,0.115791
Ppm1h,-0.000763
Pik3ip1,0.187114
Ssh3,0.119004
Mtrr,3.7e-05
Tmem5,0.081851
Gpatch8,0.043562
Prss55,-0.000168
Ly6d,-0.000621
Zyg11b,0.03594
Setmar,-0.000154
Tiparp,0.347722
Cd300ld,-0.138274
Zyg11a,0.000167
Ankrd12,0.003855
Lrrn1,-0.087975
Cd300a,0.070169
Ythdc2,-0.00051
Cacna1a,0.000869
Tmem109,-0.058661
Bmp2k,-0.001954
Itga2b,0.005519
Xpot,0.069726
Pbx2,-0.048223
Tdg,0.006622
Dbn1,0.221075
Rnps1,0.049166
Ppp1r1c,5.5e-05
Sema3f,0.062679
Fam171a2,-0.005056
Prr7,0.016951
Fras1,-0.068707
Neurod1,0.008427
Dnaic2,-0.000352
Gns,0.142604
Grn,0.178666
Ppp1r21,0.153567
Ttyh2,-0.008411
Tmx4,-0.000561
Cnot6l,0.026485
Mrps10,0.041664
Adgrb1,-7.3e-05
Dgkh,0.16348
Pabpc5,0.000164
Nostrin,0.000996
Mfrp,-0.030759
Nagk,-0.001057
Sirt6,-5e-05
Mast4,-0.00048
Pcdh11x,0.00035
Tmub2,0.001802
Tle6,-0.002464
Map4k5,0.001257
Glis1,0.00342
X1700006J14Rik,-0.045512
Dusp5,0.219278
Asb16,2.5e-05
Tle2,-0.001584
BC030867,-0.029659
Dsg1c,-0.029416
Vax2,-4.4e-05
B3galt1,0.031791
Gna11,-0.040529
Cd207,-0.037056
Dio1,-0.004001
Gpsm3,0.005786
Rab24,-0.000312
Gna15,-0.013257
G6pc3,-0.058695
Ccdc122,0.12641
Cpne7,0.005784
Unc13a,-0.07941
Zfp661,-0.002314
Sos2,0.038045
Colgalt1,-0.039761
Scn7a,-0.095926
Grip1,-9.5e-05
Celf5,-0.012839
Cpsf7,0.081772
Nrip3,0.005613
Nup54,0.003526
Nxnl1,-0.000241
Tet3,-0.054614
Tespa1,-6.2e-05
Gnat1,0.000528
Larp6,5.6e-05
Art3,0.347653
Plvap,-0.094514
Ttc21b,-0.099741
Tmem127,0.045774
Acot11,-0.04447
Mfsd12,-0.004254
Cxcl10,0.940463
Fam214a,-0.127248
Ano8,-0.075136
Ankrd27,-0.058375
Myl12b,-0.000142
Fam151a,-0.002831
Gipc3,0.000263
Nudt19,-0.002394
Mrpl34,-0.093356
Tbxa2r,-0.156681
Lrr1,-0.125403
Cactin,0.002336
Sncb,0.002601
Rps29,-0.079133
Cog3,0.074171
Filip1,-0.000411
Pip5k1c,-0.000359
Cobll1,-0.001699
Ncaph,-0.091615
Sidt2,0.057046
Pygo1,-0.039333
Ushbp1,-0.087955
Mdga2,0.000663
Tjp3,-0.020387
Cdhr2,0.00136
Ttc22,0.001965
Ly6g6f,-0.001266
Dhcr24,-0.14535
Rnf44,0.006393
Rtkn,-0.002238
Dhx8,0.048929
Mrpl54,0.027396
Arl4d,0.001062
Synrg,-0.001375
Tmem106a,0.231959
Zfr2,-2.2e-05
Cog7,-0.000479
Cebpa,-0.000723
Atcay,-0.003432
Rubcnl,0.134276
Lbx2,-0.028379
Dopey1,0.046279
Dapk3,0.003082
Parm1,0.097543
Hrh2,0.182361
Otoa,0.001529
Vat1,-0.007245
Eef2,-0.031606
Htr2a,-0.000116
Foxn2,0.040612
Dpp4,-0.043498
Igsf6,0.143497
Rundc1,0.002894
Zbtb7a,0.039976
Epgn,5.1e-05
Baz1a,0.094049
Ncapd3,-0.125444
Map2k2,0.000889
C8a,0.000289
Nek11,0.001291
Tbr1,0.000462
Creb3l3,0.003329
Ccl5,0.526377
Zc3h12b,-0.008546
Kri1,0.062274
Anapc13,-0.0951
Rrp12,0.104627
Dhx57,-0.08085
Zc4h2,-0.051902
Eef2k,-0.115171
Xkr6,-0.07174
Oma1,-0.124872
Mtmr9,-0.0055
X1700020L24Rik,-0.040141
Becn1,0.006297
Secisbp2l,0.089283
Fam167a,0.000551
Eva1a,0.010168
Egln3,0.010077
Dcbld2,0.041092
Shc4,0.000716
Wnk4,-0.004256
Neil2,0.012187
Gcfc2,9.5e-05
Wdr78,-0.036758
Gm6781,-2.3e-05
Brinp3,0.000957
Arhgap5,0.028145
Secisbp2,0.001981
Nubpl,-0.046673
Gpr33,0.024407
Eif2s3x,-0.00183
Elmod2,0.090668
Ap2b1,0.001233
Mitf,0.001145
Ints6,-0.028711
Zc3h12c,0.156715
Kcne3,-0.000772
Tanc1,0.088235
X1110059E24Rik,0.000185
Plekhh3,-0.057463
Ccdc186,0.047459
Ppp1r32,0.042263
Heatr5a,-0.002062
Slc24a5,-0.005687
Fam124a,0.005106
Ubd,0.4112
Nkx6.1,0.000172
Ano4,0.000681
Rfpl4,2.6e-05
Tubg1,-0.124438
Arl6ip5,0.007388
Chrnb4,2.6e-05
Lars2,0.005265
Epn1,-0.070838
Sppl2b,-0.100392
Slfn8,0.45072
Xrra1,0.010791
Leprot,0.000149
Lsm7,-0.034757
Rims4,0.000564
Spcs2,0.071319
Ccdc106,-0.002372
Pdk3,0.096942
Abraxas1,0.009121
Trim13,0.090472
Scai,-0.003186
Lcat,0.014551
Neu3,0.005617
Oaz1,-0.055474
Eogt,-0.001435
Pcyt1b,-0.020373
Hectd1,0.105152
Tut7,0.112168
Abi3bp,-0.012502
Helq,-0.051322
Pkig,-0.000253
Impg2,0.000384
Hpse,-0.021102
Tpbg,0.140654
Raver2,-0.057352
Arx,-0.003522
Plekhj1,-0.075765
Ssc5d,-0.009324
Adrb1,-0.104079
Vps13c,-0.061331
Nat14,0.001174
G2e3,-0.004572
Wdr38,-0.003217
Sgcg,0.000818
Cops4,-0.000396
Klhl35,-0.000131
Mid1,0.162146
Ror1,0.055198
Lin54,-0.001415
Gnptab,0.058912
Gdpd5,-0.000798
Sec31a,0.030391
Fbxo33,0.001403
Uchl4,0.002023
Lzts2,0.010411
Nup37,-0.06094
Ccl12,0.285159
Uvrag,0.000127
Kcnh4,0.028708
Nfkbiz,0.494482
Pdzrn3,0.088498
X4930524J08Rik,-0.000702
Parpbp,-0.078176
Rmi1,-0.094461
Gm49322,-0.001003
X1810055G02Rik,0.135928
Ccl7,0.49505
Hacd2,0.096326
Shq1,0.012454
Pcsk7,-0.000833
Pmch,-0.00013
Ccl2,0.589556
Brsk1,0.00395
Dennd1a,0.061692
Cfap53,0.069295
Klf16,-0.055926
Oser1,0.028307
Emsy,-0.000255
Crb2,-0.001671
Kank4,-0.049464
Tmem98,-0.064545
Ptprh,0.000979
Sstr1,-0.000586
Abca17,0.000146
Rabgap1,0.034422
Haus8,-0.05068
Myo1d,0.094748
Thyn1,0.000202
Ccr3,-0.036878
Foxa1,-0.000598
Fignl1,-0.082256
Prdm8,-0.009175
Tnni3,0.000715
Stab2,-0.126691
Rcbtb1,0.002978
Slc25a21,-0.065154
Galm,-0.10002
Tab3,0.060379
Mbd3,-0.06688
Plk5,-0.0124
Fthl17a,-0.000105
Tgfbi,0.0486
Tstd2,-0.001002
Cdcp1,0.072826
Reep6,-0.001797
Cox18,0.103323
Slc12a8,0.052139
Fbxl21,-0.029524
Ntng2,0.070528
Tdrd7,0.299613
Gnptg,-0.011812
Vmn1r172,0.000899
Prdm4,0.058569
Eif1,0.059232
Ccdc180,0.000687
Gc,-0.001343
Leng8,-0.001956
Capn5,0.002093
Igfbpl1,7.2e-05
Krt17,-0.001968
Mpv17l2,-0.045469
Wdr20rt,0.000547
Aldh1b1,0.004314
Pcdh17,-0.000264
Ankrd11,0.062734
Dcaf10,0.013516
Utp6,0.008855
L3mbtl1,-1.9e-05
Iqcg,0.004091
Kcnh8,-0.000112
Gdpd4,1e-06
Tsen34,-0.000813
Krt33a,-0.000136
Chrna5,3.3e-05
X1600002K03Rik,-0.087684
Mboat7,0.016001
Prpf39,0.071198
Trmt10b,-0.042449
Ky,-0.050319
Togaram1,-0.000336
Frmpd1,-0.002396
Ric8b,-0.00687
Midn,0.144674
Rsf1,-0.000604
Olfr1509,-0.000288
Rubcn,-0.140091
Cnot3,-0.003422
Grhpr,-0.063209
Muc20,-0.000106
Cbarp,-0.001193
Aamdc,-0.126848
Zcchc7,0.001423
Lrfn5,0.000349
Gtf3c4,0.000657
Zswim4,0.178381
Sbno2,0.314249
Ndufa3,-0.045984
Tnfsf9,0.174422
Kcnc2,0.00079
Melk,-0.103163
Thrsp,-0.076902
Isg15,0.833471
Caps2,0.000726
Rnf38,0.06455
Arhgap45,-0.055288
Slc51a,0.000406
Alg8,-0.000412
Dok3,0.005533
Usp35,0.00238
Abca7,0.033244
Prkx,0.114052
Supt16,0.0336
Dagla,-0.001472
Grin3b,0.000297
Wdr18,-0.000437
Selenoo,-0.004526
Bbs10,-0.000939
