gene,signal
Gm26965,-0.000547
A930024N18Rik,0.000501
Gm26637,0.076126
Gm26640,-0.000913
Jpx,0.081948
Gm26797,0.093211
G730003C15Rik,-0.000354
C920006O11Rik,0.001785
Gm26796,-0.000415
D930030I03Rik,0.068261
X6230400D17Rik,-0.000386
Gm26798,0.012523
Gm26799,0.032041
Gm5432,2e-06
Gm26527,-0.074217
X6430590A07Rik,-0.046932
X1700125G22Rik,-8.1e-05
E230029C05Rik,-0.001002
Gm26528,1.3e-05
X4930578M01Rik,0.000768
Dleu2,5e-06
Gm26675,0.000128
A330032B11Rik,-0.003092
X4930500F10Rik,-5.9e-05
Gm26676,1.1e-05
X1500002F19Rik,-0.000203
Gm26673,-0.000207
Gm26674,0.004242
Gm26660,0.009332
A430010J10Rik,0.02599
Gm17322,-0.000579
X9430098F02Rik,0.105195
Gm26659,-0.000275
A930012L18Rik,-0.001916
Gm17597,-0.000155
Gm26508,4.6e-05
Gm2061,-0.000536
X1110019D14Rik,-0.108412
Gm10687,0.006082
X4833422M21Rik,0.001641
X4921514A10Rik,0.002329
Gm26562,0.004603
A330033J07Rik,-0.000264
B230323A14Rik,0.000149
Gm5091,0.000209
Gm26561,-0.000107
X4921504A21Rik,0.001512
X4930552P12Rik,0.091712
Gm16617,0.000643
Gm26826,-0.000291
Mirt1,0.101616
X4933417D19Rik,0.000121
Carlr,-9.9e-05
Platr4,-0.000912
Gm20033,0.002519
Gm26865,0.025331
A130051J06Rik,-0.001113
Gm26862,-0.001695
Gm26863,1.9e-05
X9330185C12Rik,-6.1e-05
Gm10561,-0.000247
X4921507G05Rik,-0.000203
X4930461G14Rik,-0.018363
Mhrt,0.000228
Gm26714,-9.5e-05
Gm26713,-1.5e-05
Gm26712,-0.003611
Gm7389,0.052943
Gm16755,0.002095
Gm26762,0.065097
Gm2093,-0.000167
Gm26765,0.000338
Gm16853,-0.014468
A330094K24Rik,9e-06
Gm26764,0.044671
Gm26761,0.004218
Gm8649,6e-06
X1700015O11Rik,0.000136
Gm26609,0.079748
Gm26608,0.000802
Gm26610,0.001167
X1700101I11Rik,-0.000624
Gm26612,-3.1e-05
Rps19.ps5,-0.000193
Gm26642,0.000301
Gm26643,0.001749
Gm26644,1.6e-05
Gm26645,-4.1e-05
Gm26646,0.000456
Gm26647,0.000689
X4930471D02Rik,0.00194
X4930505N22Rik,0.000244
X9030616G12Rik,-0.018845
A230060F14Rik,-0.000416
X4930471M09Rik,9.4e-05
G730013B05Rik,-0.000103
Gm26905,-0.000526
X4833412C05Rik,-0.001462
Gm26906,-1e-04
X5430400D12Rik,-0.000535
Gm26739,-2.4e-05
Gm26623,-0.004702
Gm26740,-0.122138
E030037K01Rik,0.007192
Gm26742,-0.001433
X2810429I04Rik,0.107249
Gm5523,-0.000487
Gm10532,0.003147
Gm7741,4e-06
Gm20109,0.000765
Gpr137b.ps,0.000499
X1700026J14Rik,3.3e-05
X1700066J03Rik,0.002003
Gm26896,-6.9e-05
Rpl31.ps18,0.000123
Gm26849,5.8e-05
Gm26841,-0.001652
Gm26848,-0.050087
Gm26850,-8.9e-05
X9530036O11Rik,-0.001981
F630040K05Rik,3.3e-05
Gm26840,0.000958
X2310015A10Rik,0.044617
Gm26588,-0.001677
X2700016F22Rik,-0.004831
B930082K07Rik,0.005123
D930032P07Rik,0.000151
X9530059O14Rik,-0.030844
Gm26530,0.000644
X4930445N18Rik,-8e-06
Gm2539,0.000311
E030044B06Rik,-0.000517
Gm26535,0.082772
Gm16973,0.000172
D030040B21Rik,-0.000713
AI115009,0.000582
Gm6225,0.026789
Gm26534,0.000437
Gm26533,0.006991
Gm4673,0.000604
Gm26690,0.050364
Gm26688,0.000471
Ptgs2os2,0.009118
X2010110K18Rik,-0.033078
A730056A06Rik,-0.000106
Gm17518,-0.00028
Gm26753,0.035035
X6030442K20Rik,-0.001464
X4930534D22Rik,-3.8e-05
X4732463B04Rik,-0.004306
Gm26636,0.00529
Gm26635,0.000202
X5730420D15Rik,0.000562
Miat,-0.00038
X2310043M15Rik,0.001694
Snhg4,0.091071
Gm26776,-0.017585
X5430416N02Rik,0.049528
Gm10614,-0.000371
Gm26565,-0.003724
X4931440J10Rik,8.9e-05
Gm26795,0.000156
Gm16794,0.000426
X4833407H14Rik,0.085563
X9330136K24Rik,0.000382
A430105J06Rik,0.00064
B230217O12Rik,0.000181
X4933429H19Rik,2e-04
X2700046G09Rik,-0.003675
Gm16596,7.3e-05
Gm2115,0.000426
Gm16399,0.000112
Gm17315,-0.000349
Gm27042,-0.000471
Gm17259,-0.04546
Gm2990,-1.3e-05
Gm16702,-0.002091
Gm26901,0.000717
Gm26899,0.082525
B230344G16Rik,-0.000148
Gm26777,-0.000343
Rpl31.ps16,0.000109
Gm16685,0.225299
Gm17473,9.7e-05
Gm6556,-7e-06
Gm26554,0.002255
X2810425M01Rik,-0.000666
Gm26812,0.00476
Panct2,-0.002364
Gm26809,0.536869
Gm26811,0.000158
Gm26810,1.1e-05
Gm26681,0.007286
Gm26813,0.078236
E530011L22Rik,0.017626
Gm16701.1,0.000223
Gm26593,-2.4e-05
X9630001P10Rik,-0.00033
X5330439K02Rik,9.4e-05
X6430562O15Rik,0.000605
X4930540M05Rik,9.8e-05
Gm26912,-0.000602
Gm26911,-8.6e-05
Gm26910,0.004163
Gm26903,-0.001168
Gm26794,-9.4e-05
C530050E15Rik,0.041203
Gm26909,-0.041629
Gm26756,0.000269
X9330104G04Rik,-0.002841
Gm26755,0.000275
A230020J21Rik,0.001174
X4930478K11Rik,0.000974
Gm807,0.001822
X4631405K08Rik,-0.004074
X4933405D12Rik,0.001023
Gm3532,-2.8e-05
A930007I19Rik,0.138343
Gm26603,0.377904
X9530052C20Rik,9e-05
Gm26601,-0.00307
Gm26857,0.072404
Gm26859,-4.1e-05
X1010001B22Rik,-0.001917
Gm26856,0.000164
Lppos,-0.093792
A330069E16Rik,-0.00062
C230021G24Rik,0.00015
Gm26702,-0.000116
Gm26867,-0.002056
C030010L15Rik,0.000268
Gm26704,0.001933
Gm16892,0.069659
Gm26703,-0.000287
Gm26869,0.005776
Celrr,-0.000118
X0610038B21Rik,-0.00066
Gm8357,0.008316
Gm26543,0.000129
X5031434O11Rik,0.00043
Gm26542,0.001567
Gm26682,0.000146
Gm26541,0.00101
X4930547M16Rik,-0.000744
Gm3650,0.000151
Gm26801,0.00035
X1700034P13Rik,0.003353
Rpl31.ps25,0.001723
Gm16894,0.033059
Gm8652,0.000361
Gm26680,0.001551
Gm26531,-0.008418
Gm26679,6e-05
Gm26711,0.000366
Gm9625,-0.034603
X4933404O12Rik,-0.073953
X5033428I22Rik,8.1e-05
Gm26691,0.010797
X6330403N20Rik,0.000752
Gm26838,0.000124
A330009N23Rik,-0.034972
Gm26839,0.001466
Gm27021,-1e-04
Gm26576,0.000278
Gm26577,-0.002089
A730020E08Rik,0.001034
Gm26574,6.5e-05
Gm26575,-0.012602
Gm6999,3.6e-05
Gm26578,-8.2e-05
Tunar,0.000238
C330002G04Rik,0.026289
X1700039M10Rik,0.000539
X6720483E21Rik,-0.000149
Gm3809,0.000835
Gm4819,-0.00048
Gm6967,0.000166
Gm8601,0.000553
Gm7833,-0.000212
A130014A01Rik,0.001651
Gm17799,0.003243
Gm7611,0.000286
Gm4398,5.1e-05
Gm26952,0.000198
Gm4217,-0.00015
Gm8492,0.00033
A330074K22Rik,-0.00013
X1700034G24Rik,1.3e-05
Gm9423,3.1e-05
Gm26917,0.081421
Scgb2b15,0.000104
Gm4929,0.002118
Gm10605,-0.001331
Gm26918,1.3e-05
Gm5652,-0.001248
Gm26953,-8e-06
Gm17786,0.000206
Gm4335,-0.000319
Gm19557,-0.000605
Gm7656,-2.4e-05
Gm27016,-3e-06
Ptprv,-0.000516
Gm26982,0.072186
Gm24362,0.001733
Gm5313,6.1e-05
Gm27017,-0.00023
Gm27019,0.003773
Gm27048,0.000567
Gm9658,5.6e-05
Gm6317,-1e-05
Gm27027,0.00087
A930001A20Rik,0.000218
Gm8907,0.000108
Gm26967,0.000116
Gm2546,-0.000116
Gm9522,-0.028506
Zfp82,-0.000963
Gm27003,-7.6e-05
Gm27014,0.015285
Gm27004,-1e-06
Gm8824,-0.000534
Gm7745,-9.1e-05
Gm6771,0.000347
Gm9341,7e-05
Gm9381,-8.5e-05
Gm5335,-5e-05
Gm26925,-4.9e-05
Gm20757,0.000558
Gm26981,0.084358
Gm5710,0.000137
Gm26980,-0.00044
Gm9162,4.5e-05
Gm26979,-0.000284
Gm8254,-0.000145
Gm8330,-3.5e-05
Gm5345,0.020222
Gm27032,0.000535
Gm27033,-0.000183
Gm26947,-0.001458
Gm8100,0.004552
Gm6283,0.000114
Gm8529,-7.5e-05
Gm26945,-0.000304
Gm26931,0.000326
Gm5177,0.000813
Gm26944,0.001187
Gm7909,0.001076
Gm4960,-0.000207
Gm26992,-0.001313
Gm20574,-2.4e-05
Gm8957,0.00018
Gm17750,-0.000871
Gm26916,-0.002513
X2700099C18Rik,-0.002411
Gm2076,4e-05
X6530403H02Rik,0.000417
Bvht,0.000626
Gm27006,0.000227
Gm6085,-0.003064
Gm8825,7.3e-05
Gm27007,-0.001035
Gm27008,0.000414
X9530085P06Rik,5.2e-05
Gm4654,-3.2e-05
Bin2,-0.069414
Gm2445,0.002335
Gm5914,0.002539
Gm27038,-7.4e-05
Gm4518,9.2e-05
Gm3693,-0.000252
Gm27040,2.7e-05
Rassf10,6.7e-05
Rnf113a2,0.004412
Gm6946,0.000132
Gm8513,-5e-06
Gm9081,2.5e-05
Gm6944,0.000176
Gm7507,-0.000993
Gm26937,-2.2e-05
X1700029N11Rik,-0.007415
Gm26936,-0.001091
Gm26935,0.001476
Gapdh.ps14,-0.000735
X4921515E04Rik,-0.00085
Gm5787,2.1e-05
Gm27022,-0.000246
Gm4804,0.00132
Gm26974,0.000188
Gm5493,-0.000208
Gm26978,3.9e-05
Gm26973,-0.000474
Gm7545,4e-06
Ccdc166,-0.000893
Gm4823,0.000251
Gm42418,-9.9e-05
Gm8709,1.7e-05
Gm5430,-0.000115
Rps12.ps24,-0.000882
Gm27010,0.001342
Gm27011,9.7e-05
Gm8927,0.000978
Sowahc,0.253225
Gm5210,0.000241
Gm3534,1e-05
Gm7286,5.3e-05
Gm26964,0.000232
BC051537,-0.02737
Gm9169,-2.1e-05
Gm7763,-2.5e-05
Gm26983,0.001752
B830012L14Rik,0.000315
Gm26984,0.000445
A430106G13Rik,-0.004881
Arl14,-2.4e-05
Gm8349,4.7e-05
Gm7069,-1.1e-05
Gm27046,-0.000168
Gm7481,0.003123
Gm27030,-0.000138
Gm8318,0.000468
Gm7985,0.00035
Gm5272,0.001023
X1700095B10Rik,-2.7e-05
Gm3671,-8e-06
Gm26954,4.8e-05
Snhg6,0.09059
Gm7497,-6.7e-05
Gm8756,0.000119
Gm4575,2.2e-05
Gm4258,-0.001242
Gm26927,-3e-05
Gm27222,1e-04
Mir6369,-6.8e-05
Gm27514,0.001744
Gm27221,5.8e-05
Rpl24,-0.027658
Gm18014,-2.9e-05
A330093E20Rik,4.5e-05
Mir8091,0.000312
Gm27194,2.9e-05
Mir6918,-6e-06
Gm28040,-0.028929
Gm27782,4e-05
Lockd,-0.146467
X5830468F06Rik,-0.000148
X2310009A05Rik,-0.099901
Gm27253,0.00029
Mir6240,0.00105
Mir3473f,0.000164
Rpap3.ps2,-0.000226
Gm27164,0.000656
Gm27646,2.5e-05
Gm27647,0.000625
Gm19541,-0.006854
Gm28037,-0.058063
Gm28043,0.098295
Gm27864,1.3e-05
Gm27197,-2.7e-05
Gm27500,0.000131
Pet117,-8.9e-05
Gm27995,0.011653
Mrip.ps,9.4e-05
Mir6928,7.8e-05
Gm27190,0.000587
Gm27202,-0.020371
Gm27149,-0.008617
Gm27493,-0.000172
X2010110E17Rik,0.003381
Gm27178,-0.000336
Hm629797,-0.000493
Gm27184,0.000338
Mir6362,-0.000216
Gm7467,0.00021
Gm12117,0.003668
Mir8097,0.000574
Gm27694,-0.000257
Gm27186,0.000192
C1rb,0.151148
Gm27387,0.000366
Mir7078,0.004133
Gm27385,-3.6e-05
Pla2g4b,2.3e-05
Mir7678,0.015399
Gm19353,-2.9e-05
Gm27690,-0.000206
Phf20.ps,0.000255
Rgs21,-0.00013
Gm27195,-0.00035
Ranbp2.ps1,-0.001744
Gm27365,0.000457
Gm28051,0.000202
Gm27868,-0.000336
Gm27532,0.00024
Gm27217,0.000119
Kctd12,-0.065318
Gm15013,0.000485
Gm27232,0.000277
Gm27445,2.5e-05
Anxa11os,0.037958
Gm27299,-0.000113
Gm27209,0.002002
Gm27198,0.000478
Gm27743,0.000105
Gm27201,-0.006721
Gm27199,-0.000161
Gm28048,0.000782
Gm27672,-0.000162
X1110015O18Rik,3.8e-05
Gm27813,5.6e-05
Mir7688,-0.000193
Otx2os1,-6.1e-05
Gm27817,-9.2e-05
Gm27224,0.000845
Gm27820,-0.001206
Mir6345,-0.026137
Gm27316,0.001574
Gm28041,0.001009
X1500015A07Rik,0.00176
Gm3428,1e-06
Mir6979,0.001308
Gm27252,0.049352
Rps2.ps5,-0.001826
Gm28053,-0.000371
Gm27239,5.1e-05
Gm27200,0.000353
Gm27151,-0.000271
Gm27216,-0.008624
Gm27477,-0.001052
Gm27653,0.009366
Prn,6.9e-05
Gm27651,0.000995
Gm18821,0.001515
Gm27755,0.000429
Gm27441,2.8e-05
Gm27179,3.4e-05
Gm28044,0.000151
Jmjd7,-0.050269
Mir7046,-4.3e-05
Gm27468,-0.000125
Igkv19.93,-0.00064
Gm27284,0.001395
Mir8111,0.000473
Gm27399,-0.002131
Gm20111,-0.000389
Gm27240,-5.7e-05
Gm27392,0.012936
Gm27395,-0.000771
Mir6385,0.044005
Gm27206,-0.001736
Gm17828,-0.00143
Gm21013,-0.000678
Mir3473g,-3e-06
Gm27754,-0.001844
Gm18190,8e-06
Zfp953,-0.086814
Mir7082,0.000588
Gm27161,-3.7e-05
X1500004A13Rik,0.093001
Rpl15.ps2,0.000138
Mir8106,3.3e-05
Tmem185b,0.072945
Mir8099.2,0.000131
Gm18853,0.476093
Gm27639,-0.000205
Rnu3b1,0.119646
Gm27640,-0.000113
Gm28036,0.007932
Gm27230,-1.1e-05
Gm27845,-0.000298
Gm27843,-0.000743
Mir6236,0.000229
Gm27177,-0.003917
Gm27196,-0.000229
Gm27219,0.000413
Gm8982,0.000744
Gm25053,0.000333
Gm27656,0.000539
Mir6398,-0.000661
Gm17976,0.001166
Rdh16f1,-0.005389
Gm27153,0.000296
Gm27254,3.3e-05
Rn7s1,0.05853
Gm27457,0.000425
Gm27162,0.002395
Tcf24,-0.002218
Mir7013,-7e-06
X2810039B14Rik,1e-05
Gm27928,-0.000482
Gm28035,0.00173
Mir6374,0.000512
Gm27241,0.013765
Gm28050,0.002574
Gm27861,8.6e-05
Gm27564,0.003993
Mir8110,-2.6e-05
Atf7,0.03396
Gm19569,-0.000102
X1110035H17Rik,-0.000956
Gm17087,0.000468
Gm10603,0.048916
X1110028F18Rik,0.002519
Mir8116,-0.095906
X0610031O16Rik,-0.003393
Gm3331,0.000623
Gm27803,-0.000171
Gm27805,0.003205
X5730403I07Rik,-0.00022
Gm27881,0.000976
Gm27248,-1.8e-05
Gm10637,4.7e-05
Obox8,-0.000122
Gm27539,8.8e-05
Gm18852,0.471733
Gm27538,-0.000255
Gm7863,-1.3e-05
Mir6984,0.000131
Gm27773,0.000696
Calm5,-0.004534
Gm27452,1.4e-05
Gm19427,0.000485
Gm28017,0.000191
Gm28052,1.1e-05
Gm29486,-0.000722
X2810030D12Rik,-0.038297
Gm18180,-0.007711
Gm28836,0.004528
X1700047G03Rik,-2.1e-05
X1700124L16Rik,0.003334
X5730419F03Rik,-0.000285
Platr10,-0.001088
Gm19667,-0.000415
Gm28187,0.027856
Gm6159,-0.003064
X1700067G17Rik,0.000396
X1700003C15Rik,1.3e-05
Gm9142,0.000175
Gm7809,0.050528
Ms4a14,-0.000927
Kat6b.ps1,0.000729
Gm28172,0.011246
Gm8506,-0.000393
Gm29408,0.285527
X2310015D24Rik,8.7e-05
Gm17767,0.003413
X1700028B04Rik,0.00086
Gm6657,0.011343
X1700001D01Rik,-0.000209
Gm4275,0.025008
Gm17826,-9.4e-05
Gm28641,-0.002094
Gm28155,0.000138
Gm29593,-5.9e-05
Gm29240,0.001861
Gm28502,0.000205
Gm3830,-0.000238
Gm29340,-0.000478
Gm8451,-0.000482
Gm29539,-3.8e-05
X1700097N02Rik,-0.069171
Gm28370,0.054441
Xndc1,-0.083611
X4930533D04Rik,1.7e-05
Gm5525,-0.001179
Gm28822,-1.8e-05
Gm29066,-0.000679
Hist1h3g,-0.006821
Gm29253,-0.000696
Gm28309,-0.000128
Gm29322,0.000248
X9830004L10Rik,-0.000848
Gm29538,-0.003694
Gm28857,0.00012
Gm28410,0.001196
Gm19027,-0.000105
Gm28729,-0.000345
Gm28513,6.8e-05
Gm18301,0.001242
Gm18182,-7.1e-05
X1700121L03Rik,0.000374
Gm29040,-1e-06
Hist1h3d,-0.003556
Gm28877,0.003355
C330022C24Rik,-0.000605
Gm17969,3e-06
Gm28548,0.000519
Gm29126,0.000527
X4933411E06Rik,-0.002294
Gm28362,0.008451
X4932413F04Rik,-4.2e-05
Gm28118,-2.9e-05
Gm29325,0.04389
X2900093K20Rik,-0.06065
Gm29462,4.5e-05
Gm28528,5.4e-05
Gm5776,-0.005958
X2310034G01Rik,-0.00049
Ppp1r2.ps2,0.000842
Gm29201,-0.001455
X1700052K11Rik,-0.002114
Gm28356,0.000435
Zfp383,-0.000456
X2900052N01Rik,9.9e-05
Gm29013,0.045838
Gm28285,0.000349
Gm8883,0.059527
Gm29361,0.003703
Gm28077,-0.02816
Gm2087,-2.6e-05
Gm29154,0.001333
X4930554C24Rik,-0.000259
Ppnr,5.4e-05
X1700025K24Rik,0.006988
BE692007,0.00203
X1700030C10Rik,0.0024
Gm28800,8.8e-05
Gm21149,0.004744
Rps10.ps2,-3.5e-05
Gm28884,0.000319
Hmgb1.rs16,0.018431
Gm5960,7.5e-05
Gm8228,6.3e-05
Dalir,0.00052
Gm29011,0.000261
Gm28497,0.002706
Gm28411,-6.8e-05
Gm28515,0.001486
X1810012K16Rik,-0.000352
Gm29668,0.000173
Gm4034,-0.000876
Gm7160,0.058669
Gm28906,0.000958
Gm29542,-3e-05
Gm6652,-0.00245
Gm28792,0.000114
X1700074H08Rik,-0.000372
Pinc,5e-05
Gm28178,7.3e-05
Gm29123,-0.001036
X2810013P06Rik,-0.049597
Mrgprb11.ps,2.5e-05
Gm28262,0.000441
Gm5575,8.6e-05
Gm29245,0.001955
Gm28153,0.002943
Gm28784,1e-05
Gm28653,-0.000278
Gm10421,-8.6e-05
Gm28539,3.1e-05
Gm28551,-0.054886
Vmn1r215,-4.8e-05
X1700105P06Rik,0.00025
Gm28320,-0.000633
Gm8226,-2.1e-05
Gm2396,0.062301
Gm29358,0.000738
X4930452N14Rik,-0.000114
Gm28867,0.000539
Gm28872,0.01333
Gm29124,1.2e-05
X9130227L01Rik,0.00045
Gm28112,-0.006487
X1700010B13Rik,0.002698
Gm29487,-2.2e-05
Gm28590,0.009581
Gm29514,-4.8e-05
X2810402E24Rik,0.002681
Gm28960,0.000284
Bcl2a1d,0.29879
Gm5896,0.000192
Gm5619,-8.2e-05
X1700054A03Rik,-3.4e-05
X1700024B18Rik,-0.000277
Tubb4b.ps2,-0.000173
Gm6501,0.002294
X1700023F02Rik,-2e-05
X1810007D17Rik,0.000214
Gm29642,-0.000527
B130024G19Rik,-0.09837
Gm5527,-0.000492
Gm7967,0.065191
X1700010I02Rik,0.022856
X2410022M11Rik,0.0031
Gm7776,0.003239
Gm29590,-1.7e-05
Gm8141,0.00138
D7Ertd128e,0.000468
Gm8337,-0.00046
Gm28959,-0.065125
Gm29658,-7e-06
Gm28154,0.002226
Gm17944,-3.2e-05
Gm18558,0.000247
Gm28707,0.000614
X1700018L02Rik,0.002701
Gm6170,-0.008729
Ifnab,0.003384
X2310068J16Rik,0.023631
Gm29199,-0.000141
X1810008I18Rik,-0.001479
Gm5644,0.000396
Gm28856,0.045248
Gm28100,-0.000115
A330087D11Rik,-0.000106
Gm28592,0.000312
X2700089I24Rik,0.000139
Gm553,-0.001401
X1700025N23Rik,0.059781
Gm28087,-0.000889
Gsdmcl.ps,0.022886
Gm29064,0.003641
Gm28379,-0.00032
Gm28439,-0.000798
X1700065O20Rik,-6e-06
Gm6445,7.3e-05
X1700020M21Rik,2.3e-05
X1700047M11Rik,0.002287
Gm19585,-0.001693
Gm28382,0.000113
Ppp1ccb,-0.001946
Gm2109,5e-06
X2310034O05Rik,-0.035208
Gm28119,0.002882
Gm20687,-0.036432
X2610306M01Rik,-0.003017
B230110G15Rik,-3.8e-05
Gm28942,-0.000246
Gm4412,9.2e-05
Gm28719,-0.000672
Gm28586,0.001849
X1810006J02Rik,0.000916
Gm28512,0.000448
Gm29561,0.000391
Gm28096,9e-05
Gm20324,-0.002546
Gm29093,-0.008742
Gm29389,8e-06
Gm4849,-2.1e-05
Hist1h3f,-0.000287
X1700064M15Rik,0.012632
Gm28151,-0.02618
Gm8292,-0.003281
X9930111H07Rik,0.000543
Gm29331,0.000254
Psmb6.ps2,0.00015
Gm29257,-0.000561
Gm28557,-0.068545
Gm3841,-7.7e-05
Slc18a3,-0.000259
Mir124.2hg,0.001359
Trpc2,-0.000443
Gm28196,0.011002
C4bp.ps1,0.003013
X1810053B23Rik,-0.003076
Gm28417,-0.003863
X4930422M22Rik,-4.4e-05
Gm28068,0.150722
X2310069B03Rik,0.02075
X1700034K08Rik,0.000857
X6030407O03Rik,-0.02374
Gm29670,0.009821
X2600014E21Rik,0.000751
Gm28360,-9.8e-05
Gm19641,-0.000177
Gm28323,0.000324
X1700031P21Rik,0.026068
Gm5256,-0.000389
Gm29417,-9.3e-05
C230024C17Rik,0.058749
X2310008N11Rik,-7.4e-05
Gm29601,-0.000168
Gm29478,-0.000117
Gm7895,-7.1e-05
Gm7867,-0.044855
Gm29113,-8e-06
Gm1833,5.3e-05
X1700121L16Rik,0.000122
Gm29336,-0.001895
X1700003I22Rik,-0.000608
Gm28935,-0.005114
Gm28791,0.027951
Gm29367,-0.000307
Gm28911,-0.000305
X2310020H05Rik,-0.001671
Gm28578,-0.005148
Gm29044,8e-06
Gm4208,-0.032232
X4930558N11Rik,0.002085
Gm7266,-0.040433
C530043A13Rik,0.002073
Gm9443,-0.035588
Gm29170,-0.003888
D830032E09Rik,-6.6e-05
Gm29264,0.007742
Gm29543,-0.000246
Gm29156,6e-04
Gm7114,0.000211
Gm28237,0.091926
Gm4131,-0.006312
Gm28455,0.000391
Gm28286,0.005621
Gm13283,7.7e-05
AV026068,-0.002065
Ovol3,-0.000189
Gm12960,4.2e-05
Gm17916,-4e-06
Gm19261,-0.00837
Gm816,-0.000174
Gm29483,-0.000558
Gm29585,9.5e-05
X2310039L15Rik,0.077944
Gm19503,0.000104
Gm29019,-0.000525
Gm17751,-5e-05
Gm8173,0.000302
X1700029E06Rik,0.033344
Gm7516,0.001538
Gm29602,0.000133
X2410021H03Rik,0.000137
X4933436I20Rik,0.161485
Gm29443,0.000805
Vmn1r90,0.003344
X1700119H24Rik,-5.4e-05
X2810414N06Rik,-0.095562
Gm19087,0.000868
Gm29502,-0.029519
X1700120C14Rik,0.000473
A230077H06Rik,-0.00046
Gm29243,-0.003724
Gm5511,0.045301
Gm29595,-0.000304
Gm28277,-0.000476
Gm28374,0.000498
Gm20379,0.00073
A830008E24Rik,0.008949
Gm28192,0.031628
X9430060I03Rik,0.000458
Gm29157,-4.3e-05
Gm3551,0.000359
Gm28230,7.9e-05
Gm28659,8.3e-05
Gm28807,-4e-06
Gm7634,-0.003416
F730311O21Rik,-0.015163
Kat6b.ps2,-7e-06
X1700007F19Rik,-3.9e-05
Gm28322,0.001102
Gm28404,0.003999
Gm28778,0.000565
X1810044D09Rik,-0.031973
Gm4322,3.2e-05
X2010320M18Rik,0.050754
Gm8419,7e-06
Gm19587,-2.9e-05
Gm8976,4.9e-05
Gm19744,0.00075
Gm28523,-0.002592
Gm29461,-0.000377
X2010308F09Rik,-0.000547
X1700120G07Rik,-3.6e-05
Gm10075,-5.5e-05
X4932411K12Rik,0.001995
Gm5147,0.000348
X2010106C02Rik,-4.3e-05
Gm17764,-0.000206
X1700084E18Rik,-0.001432
Gm29084,0.001013
Rps23.ps1,-0.002766
X1700029B22Rik,0.000211
Gm4035,-0.001572
Gm28777,0.000156
Gm29155,0.000605
Gm3508,-0.006681
Gm29055,-0.001529
Gm28893,0.000376
Gm7329,0.000112
Gm29107,1.5e-05
Gm18254,-2e-05
Gm29292,0.008511
Gm29481,-0.000599
Gm28231,0.000372
X2310047D07Rik,0.044706
Gm28940,-6.3e-05
Gm29508,-0.000621
Gm19589,0.015635
Gm15459,0.000229
Gm29521,-0.000359
Gm29083,6.7e-05
A730098A19Rik,-8.9e-05
Gm28874,0.003976
Gm29112,3.2e-05
Gm28321,0.023946
Snhg14,0.000584
Gm28441,0.05087
Gm29260,0.000503
Gm28988,0.00118
X1700063D05Rik,0.000499
Gm29094,0.139633
Gm5920,0.000268
Gm28845,-0.000353
X4930434B07Rik,-0.005007
Gm28928,-0.000137
X2010009K17Rik,0.000238
Gm10925,-0.028043
Gm12669,-0.042147
Gm9320,0.001804
Gm18981,0.000116
Gm28095,6.9e-05
X2810454H06Rik,-0.00462
Gm6610,4.8e-05
X1700085C21Rik,-6.9e-05
X2810049E08Rik,0.000328
Gm8304,-0.001938
Olfr1167,0.009874
Gm18829,-0.000366
Gm29128,0.000165
X1700027F09Rik,-0.000257
Lhb,-7e-05
Gm28536,8.2e-05
Gm28064,-4.5e-05
Gm28085,0.001419
Gm29459,2.2e-05
X1700020D05Rik,0.004125
Gm10138,-0.025373
Gm28372,-1.4e-05
Gm28449,-3.8e-05
Gm29666,0.014643
X1700030N03Rik,0.005533
Gm28875,-0.061266
Gm29100,-0.00083
Gm29072,0.000318
Gm10640,0.000115
Gm1627,5.6e-05
Gm8596,0.00023
Gm28299,-0.000211
X1700108F19Rik,-0.000548
Gm29398,6e-06
A630072M18Rik,0.00068
Gm5692,0.042614
D730001G18Rik,0.00081
Gm28723,0.003757
Gm29439,-0.010306
Ms4a12,-4.2e-05
Gm28588,1.3e-05
Gm28424,-0.004634
Gm4017,6.8e-05
Platr1,0.005232
Gm8498,1.1e-05
Gm29007,-0.000216
Vmn1r200,1.5e-05
Gm29164,2.4e-05
Gm28651,-0.00013
Gm2707,0.000138
X1810018F18Rik,0.000105
X2610016A17Rik,-0.013192
Gm10307,-5e-06
Gm28609,-0.028854
Gm29247,-0.000162
Gm28587,7.4e-05
Gm28437,-0.018785
X1700025B11Rik,0.001813
Gm28341,-2.4e-05
Gm17971,0.042994
Gm8000,0.087262
Gm29050,0.000353
Gm17981,-0.000241
Gm29054,-3.9e-05
Gm29114,0.000176
Gm26728,0.031583
Gm28496,0.004858
Gm28892,0.00112
Gm7593,0.000287
Gm28535,-6.1e-05
Hoxd4,-0.000314
Gm29455,0.000152
Eif4a.ps4,0.002059
Gm28809,0.059499
Gm9687,0.000134
Gm8524,1.2e-05
Gm28720,-0.00021
Gm28818,0.005202
Gm28403,0.000751
Gm20302,1.3e-05
X4930568A12Rik,0.002929
Gm28209,0.000492
X1700008J07Rik,-0.000304
Gm29506,0.059296
X1700007E05Rik,-0.000156
Gm18033,9.7e-05
Gm28319,6.1e-05
Gm29216,-0.000621
X2310015K22Rik,0.000874
Gm8326,0.000461
Gm28347,0.083453
X2010310C07Rik,0.0206
Gm18342,0.020562
Gm8449,0.002405
Gm28166,-0.000162
Gm28308,-1.9e-05
Gm28175,-9.7e-05
